ve_ref,token_w_punct,token,lemma,syntax,modern_english,morphology
98.t1,cynna,cynna,cynn,n,race,gp
98.t2,gehwylcum,gehwylcum,gehwylc,p,every,dsn
98.t3,þāra,þāra,þæt,d,that,gpn
98.t4,ðe,ðe,þe,r,which,in
98.t5,cwice,cwice,cwic,a,alive,npn
98.t6,hwyrfaþ.,hwyrfaþ,hwyrfan,v,move about,pr3p
99.t1,Swā,Swā,swa,av,thus,indeclinable
99.t2,ðā,ðā,se,d,the,npm
99.t3,drihtguman,drihtguman,dryht-guma,m,retainer,np
99.t4,drēamum,drēamum,dream,m,joy,dp
99.t5,"lifdon,",lifdon,libban,v,live,p3p
100.t1,"ēadiglīce,",ēadiglīce,eadiglice,av,happily,indeclinable
100.t2,oð ðæt,oð ðæt,oð þæt,c,until,indeclinable
100.t3,ān,ān,an,a,one,nsm
100.t4,ongan,ongan,onginnan,v,begin,p3s
101.t1,fyrene,fyrene,fyren,f,crime,as
101.t2,fremman,fremman,fremman,v,commit,i
101.t3,fēond,fēond,feond,m,fiend,ns
101.t4,on,on,on,pp,in,indeclinable
101.t5,helle;,helle,hell,f,hell,ds
102.t1,wæs,wæs,wesan,v,be,p3s
102.t2,se,se,se,d,the,nsm
102.t3,grimma,grimma,grimm,a,grim,nsm
102.t4,gǣst,gǣst,gast,m,being,ns
102.t5,Grendel,Grendel,Grendel,np,Grendel,ns
102.t6,"hāten,",hāten,hatan,v,call,pp
103.t1,mǣre,mǣre,mære,a,famous,nsm
103.t2,"mearcstapa,",mearcstapa,mearc-stapa,m,prowler of the borderlands,ns
103.t3,sē,sē,se,d,he,nsm
103.t4,þe,þe,þe,r,who,in
103.t5,mōras,mōras,mor,m,moor,ap
103.t6,"hēold,",hēold,healdan,v,hold,p3s
104.t1,fen,fen,fen,n,marsh,as
104.t2,ond,ond,ond,c,and,indeclinable
104.t3,fæsten;,fæsten,fæsten,n,fastness,as
104.t4,fīfelcynnes,fīfelcynnes,fifel-cynn,n,race of monsters,gs
104.t5,eard,eard,eard,m,land,as
105.t1,wonsǣlī,wonsǣlī,wan-sælig,a,unhappy,nsm
105.t2,wer,wer,wer,m,man,ns
105.t3,weardode,weardode,weardian,v,occupy,p3s
105.t4,"hwīle,",hwīle,hwil,f,for a long time,as
106.t1,siþðan,siþðan,siððan,c,after,indeclinable
106.t2,him,him,he,p,he,dsm
106.t3,scyppen,scyppen,scyppend,m,creator,ns
106.t4,forscrifen,forscrifen,forscrifan,v,condemn,pp
106.t5,hæfde,hæfde,habban,v,have,p3s
107.t1,in,in,in,pp,in,indeclinable
107.t2,Cāines,Cāines,Cain,np,Cain,gs
107.t3,cynne –,cynne,cynn,n,race,ds
107.t4,þone,þone,se,d,the,asm
107.t5,cwealm,cwealm,cwealm,m,murder,as
107.t6,gewræc,gewræc,gewrecan,v,avenge,p3s
108.t1,ēċe,ēċe,ece,a,eternal,nsm
108.t2,"drihten,",drihten,dryhten,m,Lord,ns
108.t3,þæs þe,þæs þe,þæs þe,c,because,indeclinable
108.t4,hē,hē,he,p,he,nsm
108.t5,Ābel,Ābel,Abel,np,Abel,as
108.t6,slōg;,slōg,slean,v,strike,p3s
109.t1,ne,ne,ne,av,not,indeclinable
109.t2,gefeah,gefeah,gefeon,v,rejoice,p3s
109.t3,hē,hē,he,p,he,nsm
109.t4,þǣre,þǣre,seo,d,the,gsf
109.t5,"fǣhðe,",fǣhðe,fæhð,f,feud,gs
109.t6,ac,ac,ac,c,but,indeclinable
109.t7,hē,hē,he,p,he,nsm
109.t8,hine,hine,he,p,he,asm
109.t9,feor,feor,feor,av,far,indeclinable
109.t10,"forwræc,",forwræc,forwrecan,v,banish,p3s
110.t1,metod,metod,metod,m,God,ns
110.t2,for,for,for,pp,for,indeclinable
110.t3,þȳ,þȳ,þæt,d,that,isn
110.t4,māne,māne,man,n,crime,is
110.t5,mancynne,mancynne,monn-cynn,n,mankind,ds
110.t6,fram.,fram,fram,pp,from,indeclinable
111.t1,Þanon,Þanon,þonan,av,thence,indeclinable
111.t2,untȳdras,untȳdras,untydre,m,evil progeny,np
111.t3,ealle,ealle,eall,a,all,npm
111.t4,"onwōcon,",onwōcon,onwæcnan,v,be born,p3p
112.t1,eotenas,eotenas,eoten,m,giant,np
112.t2,ond,ond,ond,c,and,indeclinable
112.t3,ylfe,ylfe,ylfe,m,elves,np
112.t4,ond,ond,ond,c,and,indeclinable
112.t5,"orcneas,",orcneas,orcneas,m,evil spirits of the dead,np
113.t1,swylce,swylce,swylce,av,also,indeclinable
113.t2,"gīgantas,",gīgantas,gigant,m,titan,np
113.t3,þā,þā,se,d,who,npm
113.t4,wið,wið,wið,pp,against,indeclinable
113.t5,Gode,Gode,God,np,God,ds
113.t6,wunnon,wunnon,winnan,v,fight,p3p
114.t1,lange,lange,long,a,long,asf
114.t2,þrāge;,þrāge,þrag,f,time,as
114.t3,hē,hē,he,p,he,nsm
114.t4,him,him,hie,p,they,dpm
114.t5,ðæs,ðæs,þæt,d,that,gsn
114.t6,lēan,lēan,lean,n,reward,as
114.t7,forgeald.,forgeald,forgyldan,v,give,p3s
115.t1,Gewāt,Gewāt,gewitan,v,go,p3s
115.t2,ðā,ðā,þa,av,then,indeclinable
115.t3,"nēosian,",nēosian,neosan,v,seek out,i
115.t4,syþðan,syþðan,siððan,c,when,indeclinable
115.t5,niht,niht,niht,f,night,ns
115.t6,"becōm,",becōm,becuman,v,come,p3s
116.t1,hean,hean,heah,a,high,gsn
116.t2,"hūses,",hūses,hus,n,house,gs
116.t3,hū,hū,hu,c,how,indeclinable
116.t4,hit,hit,hit,p,it,asn
116.t5,Hrinġ-Dene,Hrinġ-Dene,Hring-Dene,np,Ring-Danes,np
117.t1,æfter,æfter,æfter,pp,after,indeclinable
117.t2,bēorþege,bēorþege,beor-þegu,f,beer-drinking,ds
117.t3,gebūn,gebūn,gebuan,v,occupy,pp
117.t4,hæfdon.,hæfdon,habban,v,have,p3p
118.t1,Fand,Fand,findan,v,find,p3s
118.t2,þā,þā,þa,av,then,indeclinable
118.t3,ðǣr,ðǣr,þær,av,there,indeclinable
118.t4,inne,inne,inne,av,inside,indeclinable
118.t5,æþelinga,æþelinga,æþeling,m,prince,gp
118.t6,gedriht,gedriht,gedryht,f,retinue,as
119.t1,swefan,swefan,swefan,v,sleep,i
119.t2,æfter,æfter,æfter,pp,after,indeclinable
119.t3,symble;,symble,symbel,n,banquet,ds
119.t4,sorge,sorge,sorh,f,sorrow,as
119.t5,ne,ne,ne,av,not,indeclinable
119.t6,"cūðon,",cūðon,cunnan,v,know,p3p
120.t1,wonsceaft,wonsceaft,wonsceaft,f,misery,as
120.t2,wera.,wera,wer,m,man,gp
120.t3,Wiht,Wiht,wiht,f,being,ns
120.t4,"unhǣlo,",unhǣlo,unhælo,f,evil,gs
121.t1,grim,grim,grimm,a,grim,nsf
121.t2,ond,ond,ond,c,and,indeclinable
121.t3,"grǣdig,",grǣdig,grædig,a,greedy,nsf
121.t4,gearo,gearo,gearo,a,ready,nsf
121.t5,sōna,sōna,sona,av,immediately,indeclinable
121.t6,"wæs,",wæs,wesan,v,be,p3s
122.t1,rēoc,rēoc,reoc,a,savage,nsf
122.t2,ond,ond,ond,c,and,indeclinable
122.t3,"rēþe,",rēþe,reþe,a,fierce,nsf
122.t4,ond,ond,ond,c,and,indeclinable
122.t5,on,on,on,pp,on,indeclinable
122.t6,ræste,ræste,rest,f,resting-place,ds
122.t7,genam,genam,geniman,v,seize,p3s
123.t1,þrītig,þrītig,þritig,nu,thirty,apm
123.t2,þegna;,þegna,þegn,m,retainer,gp
123.t3,þanon,þanon,þonan,av,thence,indeclinable
123.t4,eft,eft,eft,av,back,indeclinable
123.t5,gewāt,gewāt,gewitan,v,go,p3s
124.t1,hūðe,hūðe,huð,f,booty,ds
124.t2,hrēmig,hrēmig,hremig,a,exalting,nsf
124.t3,tō,tō,to,pp,to,indeclinable
124.t4,hām,hām,ham,m,home,ds
124.t5,"faran,",faran,faran,v,go,i
125.t1,mid,mid,mid,pp,with,indeclinable
125.t2,þǣre,þǣre,seo,d,that,dsf
125.t3,wælfylle,wælfylle,wæl-fyllo,f,abundance of slain,ds
125.t4,wīca,wīca,wic,n,dwelling-place,gp
125.t5,nēosan.,nēosan,neosan,v,seek out,i
126.t1,Ðā,Ðā,þa,av,then,indeclinable
126.t2,wæs,wæs,wesan,v,be,p3s
126.t3,on,on,on,pp,at,indeclinable
126.t4,ūhtan,ūhtan,uhta,m,time before daybreak,ds
126.t5,mid,mid,mid,pp,with,indeclinable
126.t6,ǣrdæge,ǣrdæge,ær-dæg,m,dawn,ds
127.t1,Grendles,Grendles,Grendel,np,Grendel,gs
127.t2,gūðcræft,gūðcræft,guð-cræft,m,battle-strength,ns
127.t3,gumum,gumum,guma,m,man,dp
127.t4,undyrne;,undyrne,undyrne,a,manifest,nsm
128.t1,þā,þā,þa,av,then,indeclinable
128.t2,wæs,wæs,wesan,v,be,p3s
128.t3,æfter,æfter,æfter,pp,after,indeclinable
128.t4,wiste,wiste,wist,f,banquet,ds
128.t5,wōp,wōp,wop,m,wailing,ns
128.t6,ūp,ūp,up,av,up,indeclinable
128.t7,"āhafen,",āhafen,ahebban,v,raise,pp
129.t1,micel,micel,micel,a,great,nsm
129.t2,morgenswēg.,morgenswēg,morgen-sweg,m,morning-cry,ns
129.t3,Mǣre,Mǣre,mære,a,famous,nsm
129.t4,"þēoden,",þēoden,þeoden,m,lord,ns
130.t1,æþeling,æþeling,æþeling,m,prince,ns
130.t2,"ǣrgōd,",ǣrgōd,ær-god,a,of proven merit,nsm
130.t3,unblīðe,unblīðe,unbliðe,a,joyless,nsm
130.t4,"sæt,",sæt,sittan,v,sit,p3s
131.t1,þolode,þolode,þolian,v,suffer,p3s
131.t2,"ðrȳðswȳð,",ðrȳðswȳð,þryð-swyð,a,mighty,nsm
131.t3,þegnsorge,þegnsorge,þegn-sorh,f,grief for the retainers,as
131.t4,"drēah,",drēah,dreogan,v,endure,p3s
132.t1,syðþan,syðþan,siððan,c,after,indeclinable
132.t2,hīe,hīe,hie,p,they,npm
132.t3,þæs,þæs,se,d,the,gsm
132.t4,lāðan,lāðan,lað,a,enemy,gsm
132.t5,lāst,lāst,last,m,track,as
132.t6,"scēawedon,",scēawedon,sceawian,v,examine,p3p
133.t1,wergan,wergan,werga,a,accursed,gsm
133.t2,gāstes;,gāstes,gast,m,being,gs
133.t3,wæs,wæs,wesan,v,be,p3s
133.t4,þæt,þæt,þæt,d,that,nsn
133.t5,gewin,gewin,gewinn,n,strife,ns
133.t6,tō,tō,to,av,too,indeclinable
133.t7,"strang,",strang,strang,a,strong,nsn
134.t1,lāð,lāð,lað,a,hateful,nsn
134.t2,ond,ond,ond,c,and,indeclinable
134.t3,longsum.,longsum,longsum,a,long-lasting,nsn
134.t4,Næs,Næs,ne wesan,v,be not,p3s
134.t5,hit,hit,hit,p,it,nsn
134.t6,lengra,lengra,long,a,long,nsmc
134.t7,"fyrst,",fyrst,fyrst,m,time,ns
135.t1,ac,ac,ac,c,but,indeclinable
135.t2,ymb,ymb,ymb,pp,after,indeclinable
135.t3,āne,āne,an,a,one,asf
135.t4,niht,niht,niht,f,night,as
135.t5,eft,eft,eft,av,again,indeclinable
135.t6,gefremede,gefremede,gefremman,v,commit,p3s
136.t1,morðbeala,morðbeala,morð-bealo,n,slaughter,as
136.t2,"māre,",māre,mara,a,more,asnc
136.t3,ond,ond,ond,c,and,indeclinable
136.t4,nō,nō,no,av,not at all,indeclinable
136.t5,mearn,mearn,murnan,v,shrink from,p3s
136.t6,"fore,",fore,fore,av,for it,indeclinable
137.t1,fǣhðe,fǣhðe,fæhð,f,feud,as
137.t2,ond,ond,ond,c,and,indeclinable
137.t3,fyrene;,fyrene,fyren,f,crime,as
137.t4,wæs,wæs,wesan,v,be,p3s
137.t5,tō,tō,to,av,too,indeclinable
137.t6,fæst,fæst,fæst,a,fixed,nsm
137.t7,on,on,on,pp,on,indeclinable
137.t8,þām.,þām,þæt,d,that,dsn
138.t1,Þā,Þā,þa,av,then,indeclinable
138.t2,wæs,wæs,wesan,v,be,p3s
138.t3,ēaðfynde,ēaðfynde,eað-fynde,a,easy to find,nsm
138.t4,þē,þē,þe,r,(the man) who,in
138.t5,him,him,he,p,himself,dsm
138.t6,elles hwǣr,elles hwǣr,elles hwær,av,elsewhere,indeclinable
139.t1,gerūmlīcor,gerūmlīcor,gerumlice,av,further away,c
139.t2,ræste,ræste,rest,f,resting-place,as
139.t3,"sōhte,",sōhte,secan,v,seek,p3s
140.t1,bed,bed,bedd,n,bed,as
140.t2,æfter,æfter,æfter,pp,among,indeclinable
140.t3,"būrum,",būrum,bur,m,private chamber,dp
140.t4,ðā,ðā,þa,c,when,indeclinable
140.t5,him,him,he,p,he,dsm
140.t6,gebēacnod,gebēacnod,gebeacnian,v,indicate,pp
140.t7,"wæs,",wæs,wesan,v,be,p3s
141.t1,gesægd,gesægd,secgan,v,say,pp
141.t2,sōðlīce,sōðlīce,soðlice,av,truly,indeclinable
141.t3,sweotolan,sweotolan,sweotol,a,clear,dsn
141.t4,tācne,tācne,tacen,n,sign,ds
142.t1,healðegnes,healðegnes,heall-þegn,m,hall-retainer,gs
142.t2,hete;,hete,hete,m,hatred,ns
142.t3,hēold,hēold,healdan,v,hold,p3s
142.t4,hyne,hyne,he,p,himself,asm
142.t5,syðþan,syðþan,siððan,av,afterwards,indeclinable
143.t1,fyr,fyr,feor,av,further off,c
143.t2,ond,ond,ond,c,and,indeclinable
143.t3,fæstor,fæstor,fæste,av,more securely,c
143.t4,sē,sē,se,d,(the man) who,nsm
143.t5,þǣm,þǣm,se,d,the,dsm
143.t6,fēonde,fēonde,feond,m,fiend,ds
143.t7,ætwand.,ætwand,ætwindan,v,escape,p3s
144.t1,Swā,Swā,swa,av,thus,indeclinable
144.t2,rīxode,rīxode,ricsian,v,hold sway,p3s
144.t3,ond,ond,ond,c,and,indeclinable
144.t4,wið,wið,wið,pp,against,indeclinable
144.t5,rihte,rihte,riht,n,right,ds
144.t6,"wan,",wan,winnan,v,strive,p3s
145.t1,āna,āna,an,a,one,nsm
145.t2,wið,wið,wið,pp,against,indeclinable
145.t3,"eallum,",eallum,eall,a,all,dpm
145.t4,oð þæt,oð þæt,oð þæt,c,until,indeclinable
145.t5,īdel,īdel,idel,a,empty,nsn
145.t6,stōd,stōd,standan,v,stand,p3s
146.t1,hūsa,hūsa,hus,n,house,gp
146.t2,sēlest.,sēlest,selest,a,best,nsns
146.t3,Wæs,Wæs,wesan,v,be,p3s
146.t4,sēo,sēo,seo,d,that,nsf
146.t5,hwīl,hwīl,hwil,f,time,ns
146.t6,micel:,micel,micel,a,much,nsf
147.t1,twelf,twelf,twelf,nu,twelve,gpm
147.t2,wintra,wintra,winter,m,winter,gp
147.t3,tīd,tīd,tid,f,time,as
147.t4,torn,torn,torn,n,affliction,as
147.t5,geþolode,geþolode,geþolian,v,suffer,p3s
148.t1,wine,wine,wine,m,friend,ns
148.t2,"Scyldinga,",Scyldinga,Scyldingas,np,Scyldings,gp
148.t3,wēana,wēana,wea,m,woe,gp
148.t4,"gehwelcne,",gehwelcne,gehwylc,p,every sort,asm
149.t1,sīdra,sīdra,sid,a,great,gpf
149.t2,sorga.,sorga,sorh,f,sorrow,gp
149.t3,Forðām,Forðām,forðam,av,therefore,indeclinable
149.t4,ġesȳne,ġesȳne,gesyne,a,evident,nsn
149.t5,wearð,wearð,weorðan,v,become,p3s
150.t1,ylda,ylda,ylde,m,men,gp
150.t2,"bearnum,",bearnum,bearn,n,son,dp
150.t3,undyrne,undyrne,undyrne,a,manifest,nsn
150.t4,cūð,cūð,cuð,a,known,nsn
151.t1,gyddum,gyddum,gidd,n,tale,dp
151.t2,geōmore,geōmore,geomore,av,sadly,indeclinable
151.t3,þætte,þætte,þætte,c,that,indeclinable
151.t4,Grendel,Grendel,Grendel,np,Grendel,ns
151.t5,wan,wan,winnan,v,strive,p3s
152.t1,hwīle,hwīle,hwil,f,for a long time,as
152.t2,wið,wið,wið,pp,against,indeclinable
152.t3,"Hrōþgār,",Hrōþgār,Hroðgar,np,Hrothgar,as
152.t4,hetenīðas,hetenīðas,hete-nið,m,enmity,ap
152.t5,"wæg,",wæg,wegan,v,carry on,p3s
153.t1,fyrene,fyrene,fyren,f,crime,as
153.t2,ond,ond,ond,c,and,indeclinable
153.t3,fǣhðe,fǣhðe,fæhð,f,feud,as
153.t4,fela,fela,fela,n,many,in
153.t5,"missēra,",missēra,missere,n,half-year,gp
154.t1,singāle,singāle,singal,a,continual,asf
154.t2,sæce;,sæce,sacu,f,conflict,as
154.t3,sibbe,sibbe,sibb,f,peace,as
154.t4,ne,ne,ne,av,not,indeclinable
154.t5,wolde,wolde,willan,v,want,p3s
155.t1,wið,wið,wið,pp,with,indeclinable
155.t2,manna,manna,monn,m,man,gp
155.t3,hwone,hwone,hwa,p,anyone,asm
155.t4,mægenes,mægenes,mægen,n,army,gs
155.t5,"Deniga,",Deniga,Dene,np,Danes,gp
156.t1,feorhbealo,feorhbealo,feorh-bealo,n,deadly evil,as
156.t2,"feorran,",feorran,feorran,v,remove,i
156.t3,fēa,fēa,feoh,n,payment,ds
156.t4,"þingian,",þingian,þingian,v,settle,i
157.t1,nē,nē,ne,c,nor,indeclinable
157.t2,þǣr,þǣr,þær,av,there,indeclinable
157.t3,nǣnig,nǣnig,nænig,p,no one,nsm
157.t4,witena,witena,wita,m,councillor,gp
157.t5,wēnan,wēnan,wenan,v,expect,i
157.t6,þorfte,þorfte,þurfan,v,need,p3s
158.t1,beorhtre,beorhtre,beorht,a,splendid,gsf
158.t2,bōte,bōte,bot,f,compensation,gs
158.t3,tō,tō,to,pp,from,indeclinable
158.t4,banan,banan,bana,m,slayer,gs
158.t5,"folmum,",folmum,folm,f,hand,dp
159.t1,ac,ac,ac,c,but,indeclinable
159.t2,se,se,se,d,the,nsm
159.t3,ǣglǣca,ǣglǣca,aglæca,m,adversary,ns
159.t4,ēhtende,ēhtende,ehtan,v,persecute,pprnsm
159.t5,"wæs,",wæs,wesan,v,be,p3s
160.t1,deorc,deorc,deorc,a,dark,nsm
160.t2,"dēaþscua,",dēaþscua,deað-scua,m,death-shadow,ns
160.t3,duguþe,duguþe,duguð,f,old retainers,gs
160.t4,ond,ond,ond,c,and,indeclinable
160.t5,"geogoþe,",geogoþe,geogoð,f,young warriors,gs
161.t1,seomade,seomade,seomian,v,lurk,p3s
161.t2,ond,ond,ond,c,and,indeclinable
161.t3,syrede;,syrede,syrwan,v,ambush,p3s
161.t4,sinnihte,sinnihte,sin-nihte,n,perpetual night,as
161.t5,"hēold,",hēold,healdan,v,hold,p3s
162.t1,mistige,mistige,mistig,a,misty,apm
162.t2,mōras;,mōras,mor,m,moor,ap
162.t3,men,men,monn,m,man,np
162.t4,ne,ne,ne,av,not,indeclinable
162.t5,cunnon,cunnon,cunnan,v,know,pr3p
163.t1,hwyder,hwyder,hwyder,av,whither,indeclinable
163.t2,helrūnan,helrūnan,hell-rune,f,adept of hell,np
163.t3,hwyrftum,hwyrftum,hwyrft,m,roaming,dp
163.t4,scrīþað.,scrīþað,scriðan,v,wander,pr3p
164.t1,Swā,Swā,swa,av,thus,indeclinable
164.t2,fela,fela,fela,n,many,in
164.t3,fyrena,fyrena,fyren,f,crime,gp
164.t4,fēond,fēond,feond,m,enemy,ns
164.t5,"mancynnes,",mancynnes,monn-cynn,n,mankind,gs
165.t1,atol,atol,atol,a,terrible,nsm
165.t2,āngengea,āngengea,an-genga,m,lone walker,ns
165.t3,oft,oft,oft,av,often,indeclinable
165.t4,"gefremede,",gefremede,gefremman,v,commit,p3s
166.t1,heardra,heardra,heard,a,hard,gpf
166.t2,hȳnða;,hȳnða,hynðu,f,humiliation,gp
166.t3,Heorot,Heorot,Heorot,np,Heorot,as
166.t4,"eardode,",eardode,eardian,v,occupy,p3s
167.t1,sincfāge,sincfāge,sinc-fah,a,treasure-decked,asn
167.t2,sel,sel,sæl,n,hall,as
167.t3,sweartum,sweartum,sweart,a,dark,dpf
167.t4,nihtum.,nihtum,niht,f,night,dp
168.t1,Nō,Nō,no,av,not at all,indeclinable
168.t2,hē,hē,he,p,he,nsm
168.t3,þone,þone,se,d,the,asm
168.t4,gifstōl,gifstōl,gif-stol,m,gift-seat,as
168.t5,grētan,grētan,gretan,v,approach,i
168.t6,"mōste,",mōste,motan,v,could,p3s
169.t1,māþðum,māþðum,maððum,m,treasure,as
169.t2,for,for,for,pp,because of,indeclinable
169.t3,"metode,",metode,metod,m,God,ds
169.t4,nē,nē,ne,c,nor,indeclinable
169.t5,his,his,he,p,his,gsm
169.t6,myne,myne,myne,m,love,as
169.t7,wisse.,wisse,witan,v,know,p3s
170.t1,Þæt,Þæt,þæt,d,that,nsn
170.t2,wæs,wæs,wesan,v,be,p3s
170.t3,wrǣc,wrǣc,wræc,n,misery,ns
170.t4,micel,micel,micel,a,great,asn
170.t5,wine,wine,wine,m,friend,ds
170.t6,"Scyldinga,",Scyldinga,Scyldingas,np,Scyldings,gp
171.t1,mōdes,mōdes,mod,n,mind,gs
171.t2,brecða.,brecða,brecð,f,grief,np
171.t3,Monig,Monig,monig,a,many,nsm
171.t4,oft,oft,oft,av,often,indeclinable
171.t5,"gesæt,",gesæt,gesittan,v,sit down,p3s
172.t1,rīce,rīce,rice,a,powerful,nsm
172.t2,tō,tō,to,pp,at,indeclinable
172.t3,rūne;,rūne,run,f,consultation,ds
172.t4,rǣd,rǣd,ræd,m,advice,as
172.t5,"eahtedon,",eahtedon,eahtian,v,deliberate,p3p
173.t1,hwæt,hwæt,hwæt,p,what,nsn
173.t2,swīðferhðum,swīðferhðum,swið-ferhð,a,strong-minded,dpm
173.t3,sēlest,sēlest,selest,a,best,nsns
173.t4,wǣre,wǣre,wesan,v,be,pc3s
174.t1,wið,wið,wið,pp,against,indeclinable
174.t2,fǣrgryrum,fǣrgryrum,fær-gryre,m,sudden horror,dp
174.t3,tō,tō,to,pp,to,indeclinable
174.t4,gefremmanne.,gefremmanne,gefremman,v,do,if
175.t1,Hwīlum,Hwīlum,hwil,f,time (=at times),dp
175.t2,hīe,hīe,hie,p,they,npm
175.t3,gehēton,gehēton,gehatan,v,promise,p3p
175.t4,æt,æt,æt,pp,in,indeclinable
175.t5,hærgtrafum,hærgtrafum,hærg-træf,n,heathen temple,dp
176.t1,"wīgweorþunga,",wīgweorþunga,weoh-weorðung,f,homage to idols,ap
176.t2,wordum,wordum,word,n,word,dp
176.t3,bǣdon,bǣdon,biddan,v,pray,p3p
177.t1,þæt,þæt,þæt,c,that,indeclinable
177.t2,him,him,hie,p,they,dpm
177.t3,gāstbona,gāstbona,gast-bana,m,slayer of souls,ns
177.t4,gēoce,gēoce,geoc,f,help,as
177.t5,gefremede,gefremede,gefremman,v,render,pc3s
178.t1,wið,wið,wið,pp,against,indeclinable
178.t2,þēodþrēaum.,þēodþrēaum,þeod-þrea,f,nation's calamity,dp
178.t3,Swylc,Swylc,swylc,p,such,ns
178.t4,wæs,wæs,wesan,v,be,p3s
178.t5,þēaw,þēaw,þeaw,m,custom,ns
178.t6,"hyra,",hyra,hie,p,their,gpm
179.t1,hǣþenra,hǣþenra,hæðen,a,heathen,gpm
179.t2,hyht;,hyht,hyht,m,hope,ns
179.t3,helle,helle,hell,f,hell,as
179.t4,gemundon,gemundon,gemunan,v,remember,p3p
180.t1,in,in,in,pp,in,indeclinable
180.t2,"mōdsefan,",mōdsefan,mod-sefa,m,mind,ds
180.t3,metod,metod,metod,m,God,as
180.t4,hīe,hīe,hie,p,they,npm
180.t5,ne,ne,ne,av,not,indeclinable
180.t6,"cūþon,",cūþon,cunnan,v,know,p3p
181.t1,dǣda,dǣda,dæd,f,deed,gp
181.t2,"dēmend,",dēmend,demend,m,judge,as
181.t3,ne,ne,ne,av,not,indeclinable
181.t4,wiston,wiston,witan,v,know,p3p
181.t5,hīe,hīe,hie,p,they,npm
181.t6,drihten,drihten,dryhten,m,lord,as
181.t7,"God,",God,God,np,God,as
182.t1,nē,nē,ne,c,nor,indeclinable
182.t2,hīe,hīe,hie,p,they,npm
182.t3,hūru,hūru,huru,av,indeed,indeclinable
182.t4,heofena,heofena,heofon,m,heaven,gp
182.t5,helm,helm,helm,m,protector,as
182.t6,herian,herian,herian,v,praise,i
182.t7,ne,ne,ne,av,not,indeclinable
182.t8,"cūþon,",cūþon,cunnan,v,can,p3p
183.t1,wuldres,wuldres,wuldor,n,glory,gs
183.t2,waldend.,waldend,wealdend,m,ruler,as
183.t3,Wā,Wā,wa,av,woe,indeclinable
183.t4,bið,bið,beon,v,be,pr3s
183.t5,þǣm,þǣm,se,d,he,dsm
183.t6,ðe,ðe,þe,r,who,in
183.t7,sceal,sceal,sculan,v,must,pr3s
184.t1,þurh,þurh,þurh,pp,in,indeclinable
184.t2,slīðne,slīðne,slið,a,fierce,asm
184.t3,nīð,nīð,nið,m,enmity,as
184.t4,sāwle,sāwle,sawol,f,soul,as
184.t5,bescūfan,bescūfan,bescufan,v,shove,i
185.t1,in,in,in,pp,in,indeclinable
185.t2,fȳres,fȳres,fyr,n,fire,gs
185.t3,"fæþm,",fæþm,fæðm,m,embrace,as
185.t4,frōfre,frōfre,frofor,f,comfort,gs
185.t5,ne,ne,ne,av,not,indeclinable
185.t6,"wēnan,",wēnan,wenan,v,expect,i
186.t1,wihte,wihte,wihte,av,at all,indeclinable
186.t2,gewendan;,gewendan,gewendan,v,change,i
186.t3,wēl,wēl,wel,av,well,indeclinable
186.t4,bið,bið,beon,v,be,pr3s
186.t5,þǣm,þǣm,se,d,he,dsm
186.t6,þe,þe,þe,r,who,in
186.t7,mōt,mōt,motan,v,may,pr3s
187.t1,æfter,æfter,æfter,pp,after,indeclinable
187.t2,dēaðdæge,dēaðdæge,deað-dæg,m,death-day,ds
187.t3,drihten,drihten,dryhten,m,lord,as
187.t4,sēcean,sēcean,secan,v,seek,i
188.t1,ond,ond,ond,c,and,indeclinable
188.t2,tō,tō,to,pp,from,indeclinable
188.t3,fæder,fæder,fæder,m,father,gs
188.t4,fæþmum,fæþmum,fæðm,m,embrace,dp
188.t5,freoðo,freoðo,freoðo,f,peace,gs
188.t6,wilnian.,wilnian,wilnian,v,ask for,i
189.t1,Swā,Swā,swa,av,thus,indeclinable
189.t2,ðā,ðā,seo,d,the,asf
189.t3,mǣlceare,mǣlceare,mæl-cearu,f,sorrow of the time,as
189.t4,maga,maga,maga,m,son,ns
189.t5,Healfdenes,Healfdenes,Healfdene,np,Healfdene,gs
190.t1,singāla,singāla,singala,av,continually,indeclinable
190.t2,sēað;,sēað,seoðan,v,brood over,p3s
190.t3,ne,ne,ne,av,not,indeclinable
190.t4,mihte,mihte,magan,v,could,p3s
190.t5,snotor,snotor,snotor,a,wise,nsm
190.t6,hæleð,hæleð,hæle,m,man,ns
191.t1,wēan,wēan,wea,m,woe,as
191.t2,onwendan;,onwendan,onwendan,v,turn aside,i
191.t3,wæs,wæs,wesan,v,be,p3s
191.t4,þæt,þæt,þæt,d,that,nsn
191.t5,gewin,gewin,gewinn,n,strife,ns
191.t6,tō,tō,to,av,too,indeclinable
191.t7,"swȳð,",swȳð,swið,a,strong,nsn
192.t1,lāþ,lāþ,lað,a,hateful,nsn
192.t2,ond,ond,ond,c,and,indeclinable
192.t3,"longsum,",longsum,longsum,a,long-lasting,nsn
192.t4,þē,þē,þe,r,which,in
192.t5,on,on,on,pp,to,indeclinable
192.t6,ðā,ðā,se,d,the,npm
192.t7,lēode,lēode,leod,m,man,ap
192.t8,"becōm,",becōm,becuman,v,come,p3s
193.t1,nȳdwracu,nȳdwracu,nyd-wracu,f,dire distress,ns
